timestamp_ms,stream_type,seq,packet_bytes,decrypt_time_ms,latency_ms,jitter_ms,packet_lost,underrun,queue_size,decode_ok,play_ok
1774052526532,audio,225,2098,0.08773599984124303,2,0,0,0,17,1,1
1774052526556,audio,226,2098,0.09965900062525179,2,0,0,0,16,1,1
1774052526579,audio,227,2098,0.10677199952624505,2,0,0,0,17,1,1
1774052526585,video,77,18727,0.10499900054128375,4,0,0,0,0,1,1
1774052526602,audio,228,2098,0.10698300047806697,2,0,0,0,16,1,1
1774052526626,audio,229,2098,0.1058509997164947,3,1,0,0,17,1,1
1774052526649,audio,230,2098,0.10472899975866312,2,1,0,0,16,1,1
1774052526651,video,78,18708,0.1358579993393505,3,1,0,0,0,1,1
1774052526672,audio,231,2098,0.08649400024296483,2,0,0,0,17,1,1
1774052526695,audio,232,2098,0.08746500043343985,2,0,0,0,16,1,1
1774052526718,video,79,18745,0.13122899963491363,3,0,0,0,0,1,1
1774052526719,audio,233,2098,0.189428999874508,3,1,0,0,17,1,1
1774052526742,audio,234,2098,0.1074740002877661,2,1,0,0,17,1,1
1774052526765,audio,235,2098,0.1084060004359344,2,0,0,0,18,1,1
1774052526785,video,80,18747,0.1315990002694889,4,1,0,0,0,1,1
1774052526789,audio,236,2098,0.08589299977757037,3,1,0,0,17,1,1
1774052526812,audio,237,2098,0.10514000041439431,2,1,0,0,16,1,1
1774052526835,audio,238,2098,0.10736399963207077,2,0,0,0,17,1,1
1774052526852,video,81,18722,0.12858399986726,4,0,0,0,0,1,1
1774052526858,audio,239,2098,0.08556200009479653,2,0,0,0,16,1,1
1774052526882,audio,240,2098,0.08660499952384271,3,1,0,0,17,1,1
1774052526906,audio,241,2098,0.10742399990704143,3,0,0,0,16,1,1
1774052526924,video,82,18751,0.13285200020618504,9,5,0,0,0,1,1
1774052526928,audio,242,2098,0.10566099990683142,2,1,0,0,17,1,1
1774052526951,audio,243,2098,0.10599100005492801,2,0,0,0,16,1,1
1774052526975,audio,244,2098,0.14845100031379843,2,0,0,0,17,1,1
1774052526985,video,83,18708,0.13257199952931842,3,6,0,0,0,1,1
1774052526998,audio,245,2098,0.10821599971677642,2,0,0,0,16,1,1
1774052527021,audio,246,2098,0.1080150004781899,2,0,0,0,17,1,1
1774052527045,audio,247,2098,0.0870950007083593,3,1,0,0,17,1,1
1774052527052,video,84,18722,0.13815200054523302,4,1,0,0,0,1,1
1774052527068,audio,248,2098,0.0876359999892884,2,1,0,0,16,1,1
1774052527091,audio,249,2098,0.08509200051776133,2,0,0,0,17,1,1
1774052527114,audio,250,2098,0.10652199944161111,2,0,0,0,16,1,1
1774052527118,video,85,18740,0.13298199974087765,3,1,0,0,0,1,1
1774052527138,audio,251,2098,0.08659400009491947,2,0,0,0,17,1,1
1774052527161,audio,252,2098,0.10722399929363746,2,0,0,0,16,1,1
1774052527184,audio,253,2098,0.10937800016108667,2,0,0,0,17,1,1
1774052527185,video,86,18751,0.1314490000368096,3,0,0,0,0,1,1
1774052527208,audio,254,2098,0.10580100024526473,3,1,0,0,16,1,1
1774052527231,audio,255,2098,0.10698300047806697,2,1,0,0,17,1,1
1774052527252,video,87,18780,0.13192999995226273,4,1,0,0,0,1,1
1774052527254,audio,256,2098,0.07299800017790403,2,0,0,0,16,1,1
1774052527277,audio,257,2098,0.14250099957280327,2,0,0,0,17,1,1
1774052527301,audio,258,2098,0.08074299967120169,3,1,0,0,17,1,1
1774052527319,video,88,18778,0.1610649997019209,4,0,0,0,0,1,1
1774052527324,audio,259,2098,0.08347800030605868,2,1,0,0,16,1,1
1774052527347,audio,260,2098,0.09579199922882253,2,0,0,0,17,1,1
1774052527371,audio,261,2098,0.10577099965303205,3,1,0,0,16,1,1
1774052527385,video,89,18815,0.10640199980116449,3,1,0,0,0,1,1
1774052527394,audio,262,2098,0.1002709996100748,2,1,0,0,17,1,1
1774052527417,audio,263,2098,0.10670299980120035,2,0,0,0,16,1,1
1774052527440,audio,264,2098,0.10644199937814847,2,0,0,0,17,1,1
1774052527452,video,90,18809,0.13232099991000723,3,0,0,0,0,1,1
1774052527464,audio,265,2098,0.10649199975887313,3,1,0,0,16,1,1
1774052527487,audio,266,2098,0.08595300005254103,2,1,0,0,17,1,1
1774052527510,audio,267,2098,0.08739600070839515,2,0,0,0,16,1,1
1774052527519,video,91,18841,0.12945500020578038,4,1,0,0,0,1,1
1774052527533,audio,268,2098,0.10711300001275958,2,0,0,0,17,1,1
1774052527557,audio,269,2098,0.09183500060316874,2,0,0,0,17,1,1
1774052527580,audio,270,2098,0.108555999759119,2,0,0,0,16,1,1
1774052527585,video,92,18838,0.13240099997346988,3,1,0,0,0,1,1
1774052527603,audio,271,2098,0.1057800000126008,2,0,0,0,17,1,1
1774052527627,audio,272,2098,0.1061510001818533,3,1,0,0,16,1,1
1774052527650,audio,273,2098,0.10633199963194784,2,1,0,0,17,1,1
